Code,_StartTime,_EndTime,StartTime,EndTime,Type,Change
IV20,Oct 2007,Dec 2018,"£154,000","£135,000",3 Bedrooms,-12%
IV20,Oct 2007,Dec 2018,"£59,000","£93,000",1 Bedroom,+58%
IV20,Oct 2007,Dec 2018,"£154,000","£135,000",All,-12%
IV20,Oct 2007,Dec 2018,"£120,000","£111,250",2 Bedrooms,-7%
IV20,Oct 2007,Dec 2018,"£492,500","£240,000",5+ Bedrooms,-51%
IV20,Oct 2007,Dec 2018,-,"£222,250",4 Bedrooms,-
IV23,Oct 2007,Dec 2018,"£295,000","£240,000",3 Bedrooms,-19%
IV23,Oct 2007,Dec 2018,"£84,500","£250,000",1 Bedroom,+196%
IV23,Oct 2007,Dec 2018,"£295,000","£260,000",All,-12%
IV23,Oct 2007,Dec 2018,-,-,2 Bedrooms,-
IV23,Oct 2007,Dec 2018,"£595,000","£320,000",5+ Bedrooms,-46%
IV23,Oct 2007,Dec 2018,"£230,000","£335,000",4 Bedrooms,+46%
IV22,Oct 2007,Dec 2018,"£185,000","£167,500",3 Bedrooms,-9%
IV22,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV22,Oct 2007,Dec 2018,"£249,000","£172,250",All,-31%
IV22,Oct 2007,Dec 2018,-,"£134,750",2 Bedrooms,-
IV22,Oct 2007,Dec 2018,"£259,000","£225,000",5+ Bedrooms,-13%
IV22,Oct 2007,Dec 2018,"£325,000","£260,000",4 Bedrooms,-20%
IV24,Oct 2007,Dec 2018,"£180,000","£165,000",3 Bedrooms,-8%
IV24,Oct 2007,Dec 2018,-,"£68,000",1 Bedroom,-
IV24,Oct 2007,Dec 2018,"£180,000","£180,000",All,0%
IV24,Oct 2007,Dec 2018,"£145,000","£120,500",2 Bedrooms,-17%
IV24,Oct 2007,Dec 2018,"£377,500","£340,000",5+ Bedrooms,-10%
IV24,Oct 2007,Dec 2018,-,"£225,000",4 Bedrooms,-
IV25,Nov 2007,Dec 2018,"£257,500","£202,973",3 Bedrooms,-21%
IV25,Nov 2007,Dec 2018,-,-,1 Bedroom,-
IV25,Nov 2007,Dec 2018,"£257,500","£239,975",All,-7%
IV25,Nov 2007,Dec 2018,-,"£132,950",2 Bedrooms,-
IV25,Nov 2007,Dec 2018,-,"£275,000",5+ Bedrooms,-
IV25,Nov 2007,Dec 2018,-,"£339,950",4 Bedrooms,-
IV26,Oct 2007,Dec 2018,"£135,000","£185,000",3 Bedrooms,+37%
IV26,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV26,Oct 2007,Dec 2018,"£207,500","£200,000",All,-4%
IV26,Oct 2007,Dec 2018,"£307,500","£140,000",2 Bedrooms,-54%
IV26,Oct 2007,Dec 2018,-,"£230,000",5+ Bedrooms,-
IV26,Oct 2007,Dec 2018,"£285,000","£525,000",4 Bedrooms,+84%
IV28,Oct 2007,Dec 2018,"£175,000","£180,000",3 Bedrooms,+3%
IV28,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV28,Oct 2007,Dec 2018,"£175,000","£210,000",All,+20%
IV28,Oct 2007,Dec 2018,-,"£145,000",2 Bedrooms,-
IV28,Oct 2007,Dec 2018,-,"£350,000",5+ Bedrooms,-
IV28,Oct 2007,Dec 2018,-,"£395,000",4 Bedrooms,-
IV27,Oct 2007,Dec 2018,"£130,000","£159,998",3 Bedrooms,+23%
IV27,Oct 2007,Dec 2018,"£75,000",-,1 Bedroom,-
IV27,Oct 2007,Dec 2018,"£232,000","£170,000",All,-27%
IV27,Oct 2007,Dec 2018,"£295,000","£120,000",2 Bedrooms,-59%
IV27,Oct 2007,Dec 2018,"£272,000","£275,000",5+ Bedrooms,+1%
IV27,Oct 2007,Dec 2018,"£235,000","£190,000",4 Bedrooms,-19%
IV3,Oct 2007,Dec 2018,"£149,500","£175,000",3 Bedrooms,+17%
IV3,Oct 2007,Dec 2018,"£101,000","£98,000",1 Bedroom,-3%
IV3,Oct 2007,Dec 2018,"£154,750","£175,000",All,+13%
IV3,Oct 2007,Dec 2018,"£115,000","£137,500",2 Bedrooms,+20%
IV3,Oct 2007,Dec 2018,"£347,250","£367,500",5+ Bedrooms,+6%
IV3,Oct 2007,Dec 2018,"£256,500","£260,000",4 Bedrooms,+1%
IV30,Oct 2007,Dec 2018,"£125,500","£164,500",3 Bedrooms,+31%
IV30,Oct 2007,Dec 2018,"£72,000","£79,000",1 Bedroom,+10%
IV30,Oct 2007,Dec 2018,"£127,000","£170,000",All,+34%
IV30,Oct 2007,Dec 2018,"£95,000","£95,000",2 Bedrooms,0%
IV30,Oct 2007,Dec 2018,"£350,000","£357,500",5+ Bedrooms,+2%
IV30,Oct 2007,Dec 2018,"£229,000","£250,000",4 Bedrooms,+9%
IV31,Oct 2007,Dec 2018,"£139,995","£200,000",3 Bedrooms,+43%
IV31,Oct 2007,Dec 2018,"£62,000","£67,000",1 Bedroom,+8%
IV31,Oct 2007,Dec 2018,"£143,998","£177,500",All,+23%
IV31,Oct 2007,Dec 2018,"£84,500","£103,500",2 Bedrooms,+22%
IV31,Oct 2007,Dec 2018,"£215,000","£325,000",5+ Bedrooms,+51%
IV31,Oct 2007,Dec 2018,"£217,500","£205,000",4 Bedrooms,-6%
IV32,Oct 2007,Dec 2018,"£159,000","£210,000",3 Bedrooms,+32%
IV32,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV32,Oct 2007,Dec 2018,"£235,000","£230,000",All,-2%
IV32,Oct 2007,Dec 2018,"£242,500","£118,000",2 Bedrooms,-51%
IV32,Oct 2007,Dec 2018,"£269,000","£265,000",5+ Bedrooms,-1%
IV32,Oct 2007,Dec 2018,"£235,000","£275,500",4 Bedrooms,+17%
IV4,Oct 2007,Dec 2018,"£223,500","£205,000",3 Bedrooms,-8%
IV4,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV4,Oct 2007,Dec 2018,"£295,000","£275,000",All,-7%
IV4,Oct 2007,Dec 2018,"£128,500","£165,000",2 Bedrooms,+28%
IV4,Oct 2007,Dec 2018,"£585,000","£627,500",5+ Bedrooms,+7%
IV4,Oct 2007,Dec 2018,"£347,500","£390,000",4 Bedrooms,+12%
IV36,Oct 2007,Dec 2018,"£137,500","£195,000",3 Bedrooms,+42%
IV36,Oct 2007,Dec 2018,-,"£90,000",1 Bedroom,-
IV36,Oct 2007,Dec 2018,"£169,000","£210,000",All,+24%
IV36,Oct 2007,Dec 2018,"£118,000","£125,000",2 Bedrooms,+6%
IV36,Oct 2007,Dec 2018,"£375,000","£365,000",5+ Bedrooms,-3%
IV36,Oct 2007,Dec 2018,"£239,500","£265,000",4 Bedrooms,+11%
IV40,Oct 2007,Dec 2018,-,"£175,000",3 Bedrooms,-
IV40,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV40,Oct 2007,Dec 2018,"£242,500","£226,995",All,-6%
IV40,Oct 2007,Dec 2018,-,"£118,750",2 Bedrooms,-
IV40,Oct 2007,Dec 2018,"£475,000","£322,500",5+ Bedrooms,-32%
IV40,Oct 2007,Dec 2018,"£220,000","£245,000",4 Bedrooms,+11%
IV41,Oct 2007,Dec 2018,-,-,3 Bedrooms,-
IV41,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV41,Oct 2007,Dec 2018,"£232,500","£649,995",All,+180%
IV41,Oct 2007,Dec 2018,"£165,000",-,2 Bedrooms,-
IV41,Oct 2007,Dec 2018,"£300,000","£649,995",5+ Bedrooms,+117%
IV41,Oct 2007,Dec 2018,-,-,4 Bedrooms,-
IV42,Dec 2007,Dec 2018,-,-,3 Bedrooms,-
IV42,Dec 2007,Dec 2018,-,"£195,000",1 Bedroom,-
IV42,Dec 2007,Dec 2018,"£240,000","£335,000",All,+40%
IV42,Dec 2007,Dec 2018,-,-,2 Bedrooms,-
IV42,Dec 2007,Dec 2018,"£240,000",-,5+ Bedrooms,-
IV42,Dec 2007,Dec 2018,-,"£475,000",4 Bedrooms,-
IV43,Oct 2007,Dec 2018,-,-,3 Bedrooms,-
IV43,Oct 2007,Dec 2018,-,"£85,000",1 Bedroom,-
IV43,Oct 2007,Dec 2018,"£190,000","£95,000",All,-50%
IV43,Oct 2007,Dec 2018,-,-,2 Bedrooms,-
IV43,Oct 2007,Dec 2018,-,-,5+ Bedrooms,-
IV43,Oct 2007,Dec 2018,"£190,000","£475,000",4 Bedrooms,+150%
IV44,Dec 2007,Dec 2018,-,-,3 Bedrooms,-
IV44,Dec 2007,Dec 2018,-,-,1 Bedroom,-
IV44,Dec 2007,Dec 2018,"£330,000","£325,000",All,-2%
IV44,Dec 2007,Dec 2018,-,"£148,000",2 Bedrooms,-
IV44,Dec 2007,Dec 2018,"£330,000","£330,000",5+ Bedrooms,0%
IV44,Dec 2007,Dec 2018,-,"£407,500",4 Bedrooms,-
IV45,Oct 2007,Dec 2018,-,-,3 Bedrooms,-
IV45,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV45,Oct 2007,Dec 2018,"£249,950","£320,000",All,+28%
IV45,Oct 2007,Dec 2018,-,-,2 Bedrooms,-
IV45,Oct 2007,Dec 2018,"£249,950",-,5+ Bedrooms,-
IV45,Oct 2007,Dec 2018,-,"£320,000",4 Bedrooms,-
IV47,Oct 2007,Dec 2018,"£245,000",-,3 Bedrooms,-
IV47,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV47,Oct 2007,Dec 2018,"£245,000","£250,000",All,+2%
IV47,Oct 2007,Dec 2018,-,-,2 Bedrooms,-
IV47,Oct 2007,Dec 2018,-,-,5+ Bedrooms,-
IV47,Oct 2007,Dec 2018,-,"£250,000",4 Bedrooms,-
IV48,Feb 2009,Sep 2018,-,-,3 Bedrooms,-
IV48,Feb 2009,Sep 2018,-,-,1 Bedroom,-
IV48,Feb 2009,Sep 2018,"£200,000","£135,000",All,-33%
IV48,Feb 2009,Sep 2018,"£200,000",-,2 Bedrooms,-
IV48,Feb 2009,Sep 2018,-,-,5+ Bedrooms,-
IV48,Feb 2009,Sep 2018,-,"£135,000",4 Bedrooms,-
IV49,Oct 2007,Dec 2018,"£385,000","£245,000",3 Bedrooms,-36%
IV49,Oct 2007,Dec 2018,-,-,1 Bedroom,-
IV49,Oct 2007,Dec 2018,"£295,000","£320,000",All,+8%
IV49,Oct 2007,Dec 2018,-,-,2 Bedrooms,-
IV49,Oct 2007,Dec 2018,"£257,500","£362,250",5+ Bedrooms,+41%
IV49,Oct 2007,Dec 2018,"£282,500","£315,000",4 Bedrooms,+12%
IV46,Aug 2009,Dec 2018,"£130,000",-,3 Bedrooms,-
IV46,Aug 2009,Dec 2018,-,"£230,000",1 Bedroom,-
IV46,Aug 2009,Dec 2018,"£130,000","£71,000",All,-45%
IV46,Aug 2009,Dec 2018,-,-,2 Bedrooms,-
IV46,Aug 2009,Dec 2018,-,-,5+ Bedrooms,-
IV46,Aug 2009,Dec 2018,-,-,4 Bedrooms,-
IV5,Nov 2007,Dec 2018,-,"£195,000",3 Bedrooms,-
IV5,Nov 2007,Dec 2018,-,"£290,000",1 Bedroom,-
IV5,Nov 2007,Dec 2018,"£310,000","£200,000",All,-35%
IV5,Nov 2007,Dec 2018,-,"£145,000",2 Bedrooms,-
